6,30,39,31,39,38,54,33,25,20,5,8.502453508360679
28,38,33,32,33,31,33,27,14,27,24,7.134141359117527
16,31,40,45,36,28,36,24,26,34,4,6.452756004107084
69,32,22,27,16,26,22,16,23,13,54,9.831492696829356
86,22,23,17,17,22,19,17,14,20,63,7.6536367005959
107,20,16,13,12,16,12,21,11,13,79,10.374056356977352
81,22,25,22,13,22,18,23,16,19,59,9.336665306677547
108,16,20,18,17,13,13,9,19,8,79,10.893380788425084
9,19,33,46,58,42,42,31,20,13,7,7.420684423465947
59,34,23,19,32,24,28,24,16,17,44,8.651639213687195
101,19,13,16,18,20,16,10,17,12,78,10.65919163604682
103,25,14,20,9,16,14,9,22,16,72,9.901060703791302
45,38,29,22,30,27,33,25,15,18,38,8.020830813883178
91,16,13,16,27,24,22,17,16,12,66,10.514886889750443
11,33,35,35,37,29,30,46,30,26,8,8.905721271393642
12,21,33,39,36,38,38,44,37,14,8,8.122720625540932
94,24,15,17,15,27,15,19,19,14,61,11.24200508125983
115,8,13,14,15,11,20,12,20,15,77,9.479267116682738
39,18,28,23,31,25,27,30,32,34,33,7.298851515399513
81,19,15,25,23,25,27,14,23,19,49,7.997924942194817
5,31,39,40,35,51,38,36,29,12,4,8.228731892953597
4,15,44,54,41,42,42,33,24,16,5,7.100970357570119
63,35,19,24,20,27,27,23,21,11,50,6.9099804305283765
14,39,18,36,34,44,28,37,36,27,7,7.5865848437277
9,32,35,29,43,32,37,43,26,25,9,7.782345267430062
98,19,21,13,19,9,17,18,17,12,77,9.89705567069249
10,21,37,43,38,50,51,35,17,11,7,7.073320088180061
4,21,32,41,47,52,45,31,26,16,5,7.0959110608630125
9,22,36,44,30,37,40,41,33,19,9,7.644212715560819
16,37,38,37,36,30,37,27,23,27,12,8.812010612825988
76,26,22,19,24,24,15,26,23,11,54,8.668728566392103
8,17,31,47,46,57,40,17,33,20,4,7.07559218425936
73,29,26,18,16,21,25,21,20,11,60,8.419934792734049
22,17,26,27,45,45,36,30,30,26,16,8.40178321786946
71,16,17,21,21,17,26,14,24,16,77,9.737607987537176
51,19,19,28,28,29,34,25,32,22,33,8.341844277442405
4,16,29,38,35,55,63,45,20,14,1,7.838611272515979
44,24,22,24,35,26,36,29,25,22,33,7.547336445969512
48,10,26,28,21,29,21,23,30,18,66,11.03112292774476
82,13,23,14,15,15,18,21,13,13,93,12.31985797399042
1,24,45,56,31,47,41,36,25,12,2,7.2683135287144
5,19,30,57,34,52,45,37,27,14,0,6.9557253534250965
5,10,37,40,51,66,51,39,13,8,0,8.568578870465663
50,25,29,25,24,27,19,31,35,19,36,8.775474845995893
27,28,41,38,33,30,33,25,25,27,13,7.6980119456386875
67,21,25,24,17,25,15,30,21,25,50,9.402313756270688
100,19,10,16,18,22,17,23,9,14,72,8.750357793390581
4,26,36,44,44,40,41,35,27,17,6,7.816741553364066
73,27,17,29,19,27,22,22,24,12,48,8.72869824402255
74,21,25,20,16,28,33,16,20,18,49,10.725577128879376
115,6,10,7,12,9,8,3,11,11,128,11.531143873107196
97,19,22,19,14,9,16,21,19,14,70,7.821684454618425
96,20,11,21,17,21,14,17,22,19,62,9.9066909584539
56,17,20,29,25,32,37,18,24,25,37,10.356275758711128
84,21,18,20,20,13,18,12,15,18,81,13.90806980331662
47,17,27,30,26,35,28,35,21,21,33,8.53699072461933
43,25,25,33,40,29,30,30,18,17,30,8.63157727906682
48,10,23,24,24,44,32,22,31,28,34,10.203641590800194
48,21,23,30,27,35,21,28,26,24,37,9.455934478130699
10,25,39,50,36,40,39,29,29,23,0,8.412150912575001
50,12,21,32,29,33,32,29,24,27,31,7.507148083525637
57,24,26,22,25,16,21,24,24,23,58,11.692160534028005
19,32,25,27,36,29,34,52,36,24,6,7.617578147322702
99,12,24,17,15,16,14,19,14,12,78,8.44212818917237
73,20,23,22,25,21,28,18,16,18,56,9.362955617862273
41,21,21,36,36,20,27,32,18,29,39,9.144492368944924
47,13,24,33,30,38,25,30,21,23,36,8.367957908987416
36,17,32,27,30,38,43,28,16,28,25,7.019427022430105
70,24,27,18,23,32,21,17,16,16,56,9.001992164154329
41,24,26,33,26,36,28,25,29,24,28,8.35832893634191
23,21,36,30,42,38,34,41,26,13,16,7.323147737355812
56,29,22,25,27,29,29,30,21,15,37,9.196789879960553
64,19,21,31,28,24,17,22,21,22,51,8.187258570738772
50,21,18,27,33,28,37,30,14,16,46,8.755467451080701
64,22,24,27,26,26,24,22,25,15,45,8.964137795016763
47,19,26,24,29,34,29,28,23,19,42,9.500608589810467
50,23,22,30,21,18,27,27,33,22,47,10.498190906039016
79,20,28,17,23,20,26,15,18,18,56,8.568081526397663
99,11,13,16,6,9,12,9,12,8,125,10.382705099778267
115,11,12,14,10,21,7,12,18,11,89,9.59038547505244
27,23,28,31,24,28,31,28,26,38,36,10.33296234464849
69,28,30,16,17,24,16,27,21,16,56,10.064690223534988
27,27,22,32,24,34,29,39,36,24,26,7.950121121909933
49,28,21,19,28,35,30,22,17,26,45,8.310777173412003
80,28,18,26,20,20,19,13,19,19,58,9.168465870993698
3,9,32,48,51,67,52,32,16,8,2,8.052518179369782
11,29,49,35,41,36,36,22,34,21,6,7.345658449922272
50,14,28,29,28,28,26,33,24,22,38,9.731487034750398
43,26,20,32,23,33,34,25,22,27,35,9.172770357604481
87,9,7,9,17,18,17,20,14,19,103,10.53813939575232
57,14,27,25,32,29,27,36,15,19,39,8.852165240332026
75,14,20,26,29,25,26,21,19,19,46,9.021158239793383
57,29,29,17,38,23,15,27,20,16,49,7.49081394367386
95,16,21,18,14,19,20,13,11,17,76,10.749980897073431
56,27,25,23,26,30,28,20,26,13,46,7.471709803700677
15,29,45,43,35,30,36,28,27,23,9,7.633816620067447
39,23,23,31,35,31,25,21,30,16,46,8.240408972989469
38,27,18,23,35,36,31,29,28,25,30,9.095260362737566
85,15,16,16,33,26,18,16,18,15,62,8.33711507293355
88,25,23,18,20,20,14,14,14,22,62,9.401832145194064
7,21,28,39,55,43,47,43,23,11,3,7.734465077203858
52,24,25,22,31,33,29,24,17,24,39,8.243382352941179
42,26,28,31,23,28,36,30,26,18,32,8.286325312326912
43,15,24,23,31,30,27,27,19,29,52,9.705564465518444
114,13,19,15,13,8,9,16,14,10,89,9.715776571528627
51,15,24,19,27,29,20,22,27,18,68,10.651455724845377
80,21,12,25,21,18,27,22,17,17,60,11.3992345900171
23,16,26,32,35,39,44,38,26,19,22,7.2365686004949135
34,27,36,28,29,32,27,25,20,21,41,8.474328470352514
9,24,30,35,43,32,40,45,26,29,7,8.168215810348482
69,16,19,18,23,17,24,23,14,18,79,11.056755595484553
64,22,17,23,23,20,36,30,36,11,38,9.405880330123797
92,26,19,18,15,18,19,15,15,20,63,8.681186909277951
19,29,30,44,39,36,24,27,28,25,19,11.957606405394015
42,24,25,30,27,36,30,30,20,26,30,10.202334772743908
49,25,28,27,24,32,24,31,23,23,34,8.419475771471063
20,18,31,29,41,34,26,40,29,24,28,8.580118134975491
99,9,10,11,16,16,12,9,13,9,116,11.583948414307725
47,28,31,27,21,37,26,27,19,19,38,10.61438679245283
88,15,22,23,20,16,14,18,19,21,64,9.582103956983318
27,12,28,28,36,40,32,31,23,24,39,10.933816968615432
45,29,26,37,23,29,29,26,26,23,27,8.205309841673477
67,13,18,17,37,38,23,29,20,19,39,9.818049799879574
33,27,25,26,37,34,42,35,24,16,21,7.532011075323501
9,20,32,36,52,44,42,48,21,11,5,7.2217718745720925
103,15,11,20,18,14,17,9,21,17,75,9.958425601828703
58,16,19,20,34,21,24,28,20,32,48,11.89568270155055
59,16,25,28,20,28,32,31,11,22,48,9.725389699904564
49,14,22,30,27,42,38,29,21,15,33,10.035209729099913
7,24,34,35,28,46,28,41,46,22,9,8.001935675997617
53,24,19,27,31,26,28,24,28,20,40,9.597638667682293
12,32,42,38,44,34,33,32,23,23,7,8.388087310395857
17,29,30,34,24,33,44,36,31,23,19,8.036383220633116
23,24,17,36,38,38,35,31,27,25,26,9.191840976133012
44,16,22,25,34,34,32,28,14,19,52,8.670561854530524
64,21,27,25,25,26,19,26,22,23,42,9.55811584530542
32,18,19,29,37,38,44,33,32,20,18,8.848779224143517
13,15,19,32,59,61,54,35,18,7,7,7.175802469135803
16,12,22,36,47,56,48,40,21,12,10,8.0
49,18,30,35,22,31,19,22,28,23,43,9.395083707076584
2,12,28,26,56,55,67,40,24,8,2,7.240080772799214
36,18,33,24,39,36,34,24,35,13,28,8.542227392780783
14,22,26,34,46,51,37,48,23,10,9,7.121766920347751
37,24,23,29,43,33,38,30,24,14,25,8.025537594542488
2,15,36,36,53,65,41,35,21,12,4,8.208205719137581
25,19,38,36,43,34,30,37,28,9,21,8.088346261809182
61,29,30,23,16,27,25,20,19,23,47,8.707604979681353
44,24,22,32,29,30,38,19,20,25,37,8.860625280287014
26,26,15,29,34,42,41,41,40,16,10,8.720337623158636
6,19,32,37,48,45,54,41,20,17,1,6.929850706549219
111,9,18,18,16,15,19,11,14,9,80,9.465550906555093
102,20,17,16,17,9,13,20,19,13,74,7.988141453354361
44,23,13,26,44,31,18,30,29,20,42,10.050638867774278
45,21,20,27,30,32,31,35,28,25,26,8.207906834201655
31,14,26,34,38,45,42,29,20,15,26,10.735085363514287
60,23,19,20,24,26,26,27,25,25,45,8.835828736537957
16,18,25,31,40,50,46,42,30,15,7,6.920140896903424
59,26,37,28,22,27,29,27,15,12,38,7.644269791368963
13,24,41,41,40,36,45,36,22,13,9,8.900046092052412
9,36,23,31,55,37,45,38,26,14,6,6.473566285685514
55,14,24,22,31,23,29,31,24,21,46,11.932163989856296
15,27,22,25,41,53,38,45,28,17,9,6.993454430745772
10,25,24,35,47,54,43,45,22,10,5,6.542792281498297
25,20,28,29,40,28,51,32,28,21,18,8.512856739191863
82,25,15,11,9,16,16,13,20,17,96,9.809816605061133
24,25,24,27,27,46,54,32,30,18,13,9.139786021397859
14,26,41,42,40,39,37,25,26,17,13,7.625017857653075
60,18,28,16,21,29,25,35,17,14,57,8.860684008638751
21,25,26,34,25,44,41,28,25,26,25,9.138484646194927
14,20,31,46,49,35,35,42,24,14,10,7.400223526124615
28,25,24,29,29,35,49,35,30,16,20,8.106258750633025
12,14,21,31,48,49,62,41,27,7,8,8.503039799435914
23,29,36,41,28,43,31,26,28,19,16,10.15746848431545
12,34,33,40,37,33,42,33,23,19,14,6.635609444798979
19,15,21,39,34,51,63,40,21,6,11,6.270293924586098
40,27,21,16,39,30,30,32,28,20,37,8.987447975160203
27,23,27,27,29,47,42,36,23,26,13,8.432968195680589
46,24,34,29,32,29,31,28,15,19,33,6.540771007283709
111,12,10,7,6,8,9,9,2,8,138,10.47228906741698
49,14,26,24,36,35,27,23,28,25,33,9.664653204565408
17,18,30,32,29,42,46,23,20,37,26,8.521390626473455
51,26,38,23,21,25,24,33,16,20,43,9.55299426332727
27,29,23,33,22,34,29,40,35,24,24,9.168301411624364
25,25,29,48,46,41,23,28,21,15,19,8.233251848872111
74,17,15,20,16,15,17,11,20,8,107,10.468885241008804
39,30,26,24,32,26,31,21,26,20,45,9.381180385764738
26,21,31,47,39,27,37,38,21,20,13,6.731957699251999
30,28,37,29,40,30,39,29,21,18,19,8.182743295019156
35,17,30,34,32,31,40,22,35,27,17,7.956507741387888
69,23,20,28,22,17,29,21,23,19,49,8.649708010663959
13,17,30,40,52,34,45,41,26,12,10,6.967333475207491
17,18,36,41,32,51,30,41,24,16,14,8.705339759343781
22,16,26,31,30,53,44,47,26,12,13,7.942787929539134
11,20,27,36,46,48,53,45,16,10,8,6.3835619830617585
27,22,25,26,36,32,40,50,33,15,14,6.693958562757702
8,25,21,34,39,53,55,45,23,12,5,6.748695385245062
68,16,24,17,33,22,16,19,13,13,79,10.571028665273216
59,19,29,33,20,30,29,29,26,23,23,9.139245169284347
18,23,30,40,36,42,37,37,21,21,15,7.792647533053852
31,21,39,38,32,36,38,23,15,24,23,7.093231435213639
30,21,23,32,35,39,38,37,23,18,24,9.215311165652425
33,31,25,34,23,30,41,36,18,25,24,8.08940517085518
10,13,20,49,46,55,55,38,18,11,5,7.89597907236494
22,22,24,37,39,42,33,39,29,21,12,7.7592700559701475
29,17,29,29,39,37,35,49,25,11,20,7.899723089612914
77,19,29,22,18,22,23,17,12,15,66,9.458910433979684
39,29,32,29,37,28,16,32,27,19,32,7.83178310495584
27,19,27,29,38,24,31,35,30,21,39,9.05219734522107
53,33,22,27,27,22,36,26,21,16,37,8.589816531355877
43,22,22,21,20,39,28,28,25,20,52,9.8585590369977
89,23,18,19,22,18,14,19,17,19,62,11.293843209187337
18,15,20,30,41,55,44,35,33,17,12,7.786657039711192
22,19,28,33,36,50,41,42,22,14,13,6.799023638232273
4,18,26,25,51,69,50,35,26,14,2,8.060702875399361
19,16,20,35,49,46,45,47,23,7,13,6.854764178950357
60,19,18,20,24,27,19,21,16,23,73,10.425500951528042
4,21,27,30,39,61,55,49,19,10,5,8.02702783508237
65,17,24,15,21,26,28,12,23,17,72,13.16538002021873
15,17,26,29,46,47,61,46,10,14,9,6.351581836449629
30,23,26,32,42,36,33,36,27,16,19,7.635744608108492
4,9,21,38,70,59,47,42,24,5,1,8.301255101727682
7,14,28,27,48,48,61,50,22,12,3,6.6554224782696565
16,23,20,34,30,62,42,48,26,9,10,6.368733008400892
73,20,19,18,23,22,22,32,16,16,59,10.891465427880368
36,27,29,33,32,29,22,35,27,23,27,9.700552252981113
23,16,29,30,40,52,35,43,24,11,17,8.693061381319842
15,18,34,37,46,45,56,32,16,11,10,8.009156098139151
77,12,29,18,16,19,26,18,24,16,65,9.960616069505278
35,14,18,33,37,45,43,35,26,16,18,6.889379605916481
22,20,25,35,32,48,45,40,23,18,12,7.187163751385548
26,18,24,35,46,43,37,40,24,10,17,6.449411128322392
4,12,43,40,53,50,48,29,26,13,2,6.861815614704808
11,33,34,36,35,36,29,29,35,31,11,7.7355122855818275
45,52,35,14,23,25,10,14,17,37,48,11.227871338494694
14,31,31,47,36,21,45,35,22,27,11,7.052690793174572
26,41,43,25,30,28,26,23,36,21,21,8.622094884435624
6,13,28,45,52,54,49,43,15,12,3,7.530527210884353
6,13,33,47,53,55,52,29,22,9,1,9.04127767404641
68,23,30,21,27,22,19,23,21,15,51,9.361221688400825
48,25,43,20,25,23,21,26,23,25,41,8.013388625592418
1,12,30,46,60,64,39,33,25,8,2,8.087067209775968
8,20,31,43,51,42,40,41,21,18,5,7.2139961948879145
27,20,22,40,31,41,38,45,25,14,17,8.31868842364532
78,26,27,23,17,14,10,23,20,24,58,8.319562092902357
5,20,20,41,39,53,53,52,22,12,3,6.2123503011975885
20,16,26,38,53,50,47,32,13,7,18,6.698731068358575
16,24,15,24,45,54,53,41,26,9,13,6.964405888538381
108,18,14,10,15,15,13,11,10,13,93,12.410159802520466
26,17,26,27,35,43,35,29,34,31,17,8.884968677983705
17,21,22,43,31,54,43,34,29,17,9,8.128347211405979
82,18,27,11,28,24,18,25,15,11,61,10.212204811299934
52,15,25,21,35,22,25,33,29,15,48,9.4095606800202
60,48,14,26,17,20,20,20,19,31,45,9.59036102953878
45,28,24,26,44,20,40,18,31,15,29,9.267125125796712
81,19,21,20,19,19,19,18,13,18,73,9.722453295734931
18,20,31,43,46,32,40,36,24,22,8,6.587658460991286
23,16,26,29,39,48,29,32,32,26,20,7.846133552207304
87,21,26,26,15,20,26,21,18,7,53,10.014853429499768
4,34,30,33,41,37,31,34,44,23,9,8.095604461143914
17,19,27,36,33,47,46,42,29,14,10,7.18036585698318
5,19,28,41,51,54,49,40,18,11,4,6.5880467139912975
54,21,22,24,33,26,31,28,14,21,46,8.309577595543866
10,23,34,48,46,33,33,39,29,16,9,7.150070544823097
92,23,26,19,7,13,14,14,14,27,71,8.50784436774396
74,26,16,16,12,16,17,19,18,23,83,7.848880597014926
33,28,21,35,31,36,30,38,24,22,22,10.032281256740239
40,26,32,31,42,30,28,21,26,21,23,8.261343791170072
24,18,19,33,45,54,43,39,21,10,14,7.245735961900543
18,27,39,31,24,27,36,34,35,26,23,8.588285309400094
10,20,28,48,46,54,49,29,21,7,8,6.739641454846042
12,25,34,54,37,35,43,33,26,11,10,6.615282527691287
48,33,30,30,26,22,28,34,20,19,30,7.12394617380026
7,28,25,31,35,55,45,50,28,14,2,6.9214955234069375
30,31,34,34,30,27,35,30,28,18,23,8.638554993393702
21,15,26,29,48,39,45,41,27,13,16,9.363084832904882
14,19,38,43,47,42,37,31,31,10,8,7.6765593995341215
53,29,25,34,24,24,24,16,26,12,53,8.896246666233006
34,18,29,46,33,36,44,27,20,14,19,6.872136851261235
57,19,28,21,25,32,31,38,18,6,45,9.256107863346061
138,9,5,4,10,10,4,13,5,7,115,9.930605738575982
40,20,31,40,26,26,36,24,30,17,30,8.306073692915556
105,10,15,7,10,14,6,6,17,7,123,11.58337388483374
109,14,16,14,15,12,12,9,12,19,88,10.022307110166132
9,22,32,47,48,36,31,47,26,14,8,6.769541360389272
32,18,29,22,36,29,37,26,28,17,46,8.681890112672491
7,16,25,44,52,51,49,44,17,11,4,7.253511523251058
28,24,24,39,37,37,42,32,28,14,15,6.984348516949152
9,19,36,40,58,32,51,34,25,15,1,8.839793533307363
10,15,30,47,52,46,49,33,22,9,7,6.202147246598599
108,20,8,15,19,19,8,15,11,18,79,9.225725725725725
11,28,32,40,42,30,40,33,28,29,7,7.9250822051722585
34,46,29,30,27,27,31,24,17,26,29,8.078829098753596
70,22,25,30,23,27,17,14,24,19,49,7.6093457405433425
12,21,26,31,45,46,42,49,30,13,5,7.492728086367959
7,13,23,39,53,61,50,36,25,7,6,8.787502425771395
7,27,17,37,39,52,52,46,26,11,6,6.683987328837112
26,18,20,31,49,44,39,42,23,10,18,6.4249077901824405
4,12,21,54,55,68,57,31,12,4,2,7.5159319323892175
26,40,38,20,39,31,17,23,36,26,24,7.0647518878101385
