30,19,26,41,33,24,29,30,27,29,32,8.944669321668735
30,21,28,34,28,32,38,28,25,23,33,8.248858725424553
28,28,33,32,24,27,28,35,36,27,22,9.181473840846833
23,39,27,37,21,27,29,31,32,31,23,8.282156665753341
33,29,26,33,34,27,37,15,35,34,17,9.033863485752152
33,25,27,30,28,26,34,25,33,31,28,8.475226209048362
24,33,32,35,29,31,25,29,26,21,35,8.308629472779723
20,31,34,33,22,40,31,24,34,26,25,7.309574556425942
29,30,33,33,23,25,35,33,29,30,20,9.282215485233504
32,23,28,32,33,30,19,37,36,24,26,8.915368488953394
31,27,16,24,26,34,36,40,29,31,26,10.83030069390902
22,27,36,29,27,20,35,29,35,26,34,11.12247054679244
37,36,33,22,32,33,26,27,26,27,21,8.293845216331505
31,37,28,22,24,25,35,26,30,31,31,9.989443343541703
30,31,27,30,29,25,27,25,26,37,33,9.924036644922113
27,26,17,21,23,39,25,36,39,29,38,10.619384017343199
19,33,29,29,31,29,36,22,28,30,34,9.434741338395824
36,25,40,27,26,26,25,31,26,28,30,7.8414534408225265
31,36,27,27,24,32,24,33,30,27,29,9.156770384130565
23,29,39,23,34,22,38,26,29,35,22,9.940342651036973
29,26,27,26,28,26,28,32,26,35,37,9.307269639348627
39,24,32,30,30,34,29,24,28,28,22,8.505944023214452
21,28,25,24,32,32,34,28,33,32,31,9.240368927513073
27,24,26,31,28,29,22,25,33,36,39,8.847856199465259
25,34,30,31,38,22,38,35,22,22,23,8.956636178193065
32,34,25,29,33,25,27,33,21,31,30,8.87837529722159
33,32,35,17,31,22,31,34,29,30,26,8.62533426715905
37,32,27,25,25,33,28,35,28,23,27,7.891133193760504
35,29,39,20,21,28,32,26,30,24,36,7.3268431415445185
33,34,31,34,30,25,35,29,16,20,33,7.013462717602836
31,34,28,19,29,19,27,41,29,38,25,11.14422548480804
35,28,22,27,30,25,34,30,37,23,29,8.885280458482923
33,34,21,30,31,27,24,30,33,29,28,8.349448351115424
26,31,28,31,31,24,19,35,24,33,38,10.952874239748876
35,30,28,31,35,33,25,25,29,25,24,10.748249607835636
31,31,27,28,23,31,23,28,36,32,30,7.892437916592933
36,26,36,29,23,25,30,31,27,34,23,9.141582570340171
32,28,32,30,21,35,27,33,32,28,22,8.884006630049727
24,23,29,33,32,25,29,28,29,36,32,9.840005698817496
32,37,25,22,41,28,22,28,26,31,28,8.347295152033215
24,41,30,31,19,27,30,27,25,29,37,7.631530784409048
29,23,27,29,26,26,30,29,39,34,28,9.400430386664844
27,35,22,29,30,30,28,32,26,30,31,9.222822462318259
36,23,27,30,27,28,36,32,32,28,21,8.706590865291965
30,25,27,30,42,29,23,33,32,25,24,8.616570569064928
37,31,29,16,28,28,30,26,22,33,40,9.296295061193184
28,32,25,28,30,29,40,29,20,29,30,10.391188052604203
27,28,28,24,27,34,37,33,28,29,25,8.872338344148432
23,32,27,22,29,27,33,34,21,36,36,7.6586261293560876
36,18,35,31,28,34,33,29,28,29,19,7.308589345141505
35,31,33,34,20,33,29,27,32,25,21,9.55208010736038
21,29,30,26,21,42,30,28,33,32,28,8.21740701701551
35,21,33,22,41,24,33,19,31,20,41,9.536740771521574
24,28,27,27,36,30,30,33,26,29,30,9.408254227484603
33,32,17,35,26,29,29,27,31,32,29,9.857304924309569
22,25,34,31,31,36,35,29,22,31,24,8.377843627496372
20,40,28,27,24,23,23,39,37,34,25,9.506347065130921
29,19,35,39,26,26,33,29,19,32,33,8.003644593363314
30,26,27,31,23,23,33,29,36,30,32,9.9912076914829
26,25,45,31,28,31,24,30,23,21,36,8.798173662287729
25,30,38,27,27,36,25,33,27,24,28,7.330793476771276
27,27,28,31,29,31,24,27,34,28,34,10.056055035853383
27,25,31,20,26,25,27,36,38,37,28,8.508591811414393
32,29,29,33,29,35,29,23,24,29,28,8.675036552031022
45,34,25,29,28,27,27,37,23,23,22,9.275300464354002
36,27,22,37,32,28,23,24,33,30,28,8.001284387227813
38,22,23,30,22,33,28,33,30,30,31,9.649083374306382
30,29,31,34,23,25,34,31,34,18,31,8.015550947867299
38,26,22,36,20,35,30,35,20,21,37,8.379461782844329
27,37,31,21,35,22,35,31,32,21,28,9.531798973212727
25,25,23,32,37,36,24,27,33,28,30,8.33461585070286
27,29,36,33,22,28,36,31,27,30,21,11.723682042833607
27,27,30,27,29,24,41,32,25,33,25,8.789641408613921
29,30,33,26,30,31,23,29,37,33,19,9.479074246019461
24,29,23,35,26,28,28,33,31,42,21,9.004800420858816
31,36,30,24,34,26,24,28,28,35,24,9.68083383217719
28,21,32,36,24,27,32,29,43,22,26,7.396420643729191
34,26,24,30,30,36,28,35,20,24,33,8.913601982263954
23,29,27,26,33,30,28,28,30,35,31,10.309413349296618
34,26,20,24,34,24,33,30,36,26,33,9.875652971904561
27,45,25,39,27,34,16,25,26,29,27,9.785151418778053
27,36,28,23,30,27,29,35,28,26,31,9.440586367628184
30,33,18,23,29,32,32,29,32,35,27,9.909077973819011
22,34,27,21,35,24,30,28,32,34,33,7.246295992564647
24,38,34,23,25,24,29,30,31,27,35,9.42035968781812
39,17,27,23,31,25,29,29,26,37,37,7.8849505761244645
30,31,25,36,27,31,27,34,29,24,26,9.601286618476117
27,18,40,35,30,31,35,28,26,25,25,8.069867817642299
25,24,31,24,25,39,31,30,30,31,30,7.835966228341129
25,24,31,37,32,30,31,27,25,35,23,10.381236784508662
32,31,17,28,33,32,31,28,24,35,29,7.561736343606032
20,31,29,34,26,31,35,37,27,26,24,9.016770530849293
30,26,25,24,36,33,26,37,33,29,21,10.169747223845704
39,24,31,35,25,23,32,25,38,26,22,10.211421179079652
29,24,34,34,27,20,25,31,35,35,26,8.08066144163401
24,27,34,35,20,28,26,28,31,41,26,9.71808864169028
36,31,21,31,28,28,24,29,26,30,36,8.702989208289562
35,27,32,23,30,26,28,31,23,33,32,8.77006007468745
32,27,27,30,28,22,29,26,29,32,38,8.007015972533214
33,28,30,31,23,44,16,28,30,31,26,7.610946957744055
104,14,12,22,17,20,16,14,5,26,70,12.868126410835213
99,22,13,14,12,23,22,13,17,12,73,9.40431099786516
12,32,35,46,32,47,35,24,22,26,9,7.141186389969268
2,25,37,37,52,42,49,37,23,11,5,8.451988812927285
7,14,30,45,64,54,44,26,23,10,3,6.8306354444968305
90,22,15,22,21,21,16,24,17,11,61,10.630486650255632
108,13,14,19,8,19,16,21,22,4,76,9.860615650172614
4,18,32,48,53,52,40,28,26,13,6,6.982008202143141
100,21,14,24,13,15,17,18,10,3,85,9.321389534089356
11,29,35,28,43,39,39,41,31,22,2,7.836293751091957
105,12,17,17,15,18,18,15,19,13,71,7.045082405821918
6,26,34,36,44,54,42,34,18,17,9,7.286942003995949
48,30,32,23,32,23,30,28,14,15,45,7.48769252508125
98,19,15,21,11,19,20,19,17,11,70,8.933641823373044
114,15,17,16,13,8,14,10,13,12,88,10.93116439700169
101,8,21,18,24,21,18,16,21,13,59,10.10138366616772
107,11,19,16,22,14,19,7,13,10,82,11.056202770780857
105,19,20,19,11,16,10,8,16,11,85,9.902556141237634
81,23,17,24,23,19,23,20,22,16,52,6.813710413136972
69,28,18,27,24,21,28,26,18,9,52,9.120345655945547
12,35,40,36,38,33,41,24,23,30,8,6.997964632179959
84,27,15,21,18,20,14,15,20,14,72,9.32056907781968
32,35,33,32,31,29,34,28,16,23,27,6.675470239628964
98,21,17,21,19,18,17,13,14,8,74,9.448141641693363
20,38,36,29,41,34,36,23,21,25,17,8.253698224852071
5,22,33,35,57,54,48,29,23,9,5,8.687388236824138
9,27,23,35,53,61,35,37,24,11,5,6.416677072147442
15,30,39,26,37,42,36,40,37,11,7,7.460110484843386
12,35,46,33,38,31,39,24,30,28,4,8.351133188450794
97,17,22,16,14,18,15,19,16,11,75,8.462644751587597
112,10,18,20,12,10,17,15,14,10,82,10.479375189566273
107,14,16,16,18,15,17,15,8,13,81,9.947171998985473
15,31,47,31,40,34,41,15,28,27,11,6.730595472064116
31,31,27,38,39,28,29,27,28,26,16,10.040985976579444
106,13,18,18,17,16,20,8,14,10,80,9.77198719977494
13,30,23,44,41,54,37,32,25,16,5,7.577226703277844
7,25,33,44,49,46,37,30,31,13,5,8.407708792744666
23,34,40,36,29,34,31,31,14,29,19,7.623243492282884
58,33,21,28,27,19,28,30,16,13,47,7.495360678925035
9,13,34,57,48,47,33,33,29,12,5,7.222696833576762
75,16,25,27,22,27,28,20,15,14,51,7.077071029961532
17,28,43,33,41,37,37,24,21,30,9,8.554342667299478
86,20,21,25,18,23,10,24,15,12,66,9.017962492996276
27,36,34,31,37,28,34,29,15,28,21,7.408116428771341
106,14,22,13,16,17,13,14,14,12,79,11.1803233219748
106,10,15,14,23,13,20,15,12,15,77,9.156344461610802
8,18,40,47,44,50,30,37,22,19,5,10.214960832628444
13,23,34,37,30,33,35,48,32,25,10,7.1911312906120015
5,16,46,36,50,58,47,33,13,11,5,8.165459304803067
64,27,22,21,28,24,25,30,18,15,46,7.1657336956521736
93,16,21,26,20,14,22,10,18,14,66,8.820287591905783
22,31,30,31,39,30,33,27,26,36,15,8.018712375077845
8,25,27,41,44,44,56,32,22,12,9,7.401503968806572
13,33,37,41,39,32,40,31,21,26,7,6.899209851748104
24,38,39,30,31,29,40,26,14,26,23,7.011011332050459
108,18,11,7,21,13,26,12,15,17,72,11.330246171116992
40,41,27,28,28,27,34,25,15,19,36,7.181359583344697
70,25,20,28,20,32,25,18,21,14,47,7.68523443371683
33,34,34,33,31,27,34,28,16,23,27,8.177371616879746
78,27,22,15,24,22,23,10,25,14,60,9.26421650517875
93,25,15,19,15,22,18,17,24,12,60,8.635499761639919
8,21,24,38,50,51,40,49,23,9,7,6.01230055528221
29,29,33,36,26,34,34,28,20,33,18,9.0238427309557
34,41,28,36,27,24,40,24,29,24,13,7.45079374046664
85,18,21,17,26,22,21,18,18,14,60,7.7407428785823535
58,28,28,27,28,24,24,28,17,15,43,7.488520877565462
