69826.0,72874.0,76945.0,72718.0,74824.0,72332.0,75580.0,74734.0,70723.0,72580.0,72081.0,73078.0,69456.0,73732.0,70575.0,70827.0,72503.0,67825.0,72737.0,72562.0,71207.0,70716.0,71635.0,72194.0,75884.0,74428.0,68806.0,72663.0,71759.0,68425.0,73087.0,71745.0,70422.0,75341.0,73212.0,71353.0,72959.0,75566.0,72586.0,73796.0,70961.0,74627.0,69890.0,71451.0,72765.0,70083.0,70594.0,72724.0,69867.0,68979.0,66603.0,71772.0,68429.0,72390.0,70850.0,73346.0,69443.0,71688.0,72156.0,68300.0,67474.0,70168.0,74349.0,67390.0,72084.0,70593.0,71353.0,75069.0,70603.0,72692.0,73400.0,68497.0,71254.0,71693.0,69464.0,70630.0,70370.0,76909.0,71899.0,71879.0,67556.0,67990.0,75302.0,68003.0,69451.0,69115.0,72123.0,70778.0,72098.0,71083.0,69929.0,68123.0,76816.0,73964.0,73416.0,67135.0,70185.0,75044.0,70929.0,67072.0
67086.0,70028.0,75804.0,70278.0,75721.0,73161.0,71361.0,71558.0,67508.0,68780.0,72928.0,73773.0,69571.0,69054.0,70371.0,67764.0,72021.0,69749.0,71592.0,73908.0,76072.0,73449.0,73387.0,74892.0,75133.0,71315.0,69374.0,73279.0,68537.0,74826.0,68447.0,67475.0,74798.0,72395.0,70761.0,70712.0,68200.0,69166.0,69819.0,69170.0,70793.0,71656.0,73186.0,70174.0,68889.0,74210.0,72683.0,69064.0,73731.0,71955.0,71902.0,68924.0,67398.0,70665.0,72136.0,70038.0,70892.0,69784.0,70058.0,71852.0,69039.0,70151.0,71205.0,75740.0,68294.0,69398.0,71385.0,71016.0,75295.0,72116.0,70230.0,74140.0,70977.0,70679.0,74153.0,69015.0,73173.0,70570.0,71133.0,69485.0,66964.0,68171.0,69613.0,79394.0,69094.0,71099.0,71143.0,66509.0,68095.0,71590.0,71244.0,68938.0,75032.0,74997.0,69717.0,64684.0,74390.0,72181.0,70653.0,67072.0
69466.0,67335.0,67734.0,68043.0,66964.0,71287.0,67386.0,66430.0,66641.0,74903.0,79114.0,70251.0,72517.0,68314.0,76988.0,71076.0,74832.0,70420.0,71946.0,70120.0,66621.0,67059.0,71381.0,67899.0,68517.0,69336.0,71256.0,68183.0,68188.0,68604.0,67297.0,67320.0,71610.0,73174.0,64201.0,77800.0,67588.0,70141.0,69228.0,66561.0,69007.0,66328.0,66173.0,75656.0,67666.0,71117.0,68323.0,67128.0,69887.0,70146.0,68107.0,70100.0,70838.0,68488.0,78320.0,68777.0,67794.0,67846.0,67900.0,72731.0,70898.0,67253.0,65434.0,71060.0,73962.0,69699.0,67336.0,69766.0,74790.0,65409.0,72986.0,67601.0,69559.0,70307.0,65565.0,72257.0,72840.0,70748.0,69575.0,71034.0,71007.0,65728.0,66328.0,76459.0,73058.0,74674.0,69460.0,65696.0,70849.0,72109.0,69432.0,68827.0,75181.0,71086.0,71298.0,67214.0,72939.0,73466.0,71461.0,67687.0
65910.0,67996.0,69056.0,68318.0,70026.0,65822.0,67737.0,66998.0,67140.0,69123.0,68917.0,63270.0,73769.0,67182.0,70772.0,68672.0,69868.0,72440.0,73178.0,68519.0,70091.0,69827.0,68466.0,68799.0,68467.0,66967.0,69655.0,69133.0,65132.0,74432.0,66736.0,67720.0,70734.0,72737.0,64519.0,73128.0,67639.0,65140.0,68544.0,63953.0,66395.0,69554.0,64591.0,72561.0,65659.0,66130.0,71432.0,64447.0,65746.0,75513.0,68005.0,67050.0,67180.0,66210.0,77400.0,67337.0,72696.0,63956.0,72301.0,81197.0,72729.0,67889.0,61939.0,73207.0,65850.0,67979.0,69464.0,67762.0,68560.0,65842.0,73850.0,69982.0,66446.0,66598.0,67377.0,73937.0,71530.0,68450.0,67337.0,68977.0,66695.0,67213.0,66374.0,68212.0,68078.0,69304.0,66280.0,65139.0,71989.0,65445.0,77301.0,70310.0,71152.0,71150.0,66085.0,69537.0,73559.0,66150.0,74662.0,73076.0
65000.0,64229.0,68812.0,68345.0,61021.0,68282.0,67117.0,69424.0,67660.0,65625.0,68970.0,65994.0,72811.0,66658.0,68730.0,65748.0,68628.0,74725.0,70223.0,65349.0,66614.0,71001.0,67987.0,64809.0,70334.0,63888.0,71923.0,65444.0,68191.0,70246.0,67442.0,65627.0,65899.0,73265.0,62427.0,64563.0,69365.0,70382.0,64299.0,65530.0,67169.0,69292.0,66816.0,67696.0,66353.0,65721.0,69819.0,63212.0,66023.0,74339.0,64773.0,73505.0,65589.0,66723.0,74424.0,65623.0,62920.0,61663.0,66425.0,76244.0,69872.0,65744.0,64340.0,64240.0,67790.0,64802.0,69684.0,66076.0,70020.0,66806.0,68634.0,67462.0,66988.0,71533.0,63757.0,65481.0,67250.0,72317.0,63768.0,67618.0,62040.0,69273.0,66088.0,67513.0,68680.0,71168.0,70967.0,64347.0,61300.0,68342.0,70345.0,67178.0,65686.0,64360.0,70738.0,69920.0,68114.0,67459.0,68921.0,65319.0
73435.0,64708.0,69263.0,68098.0,67128.0,68277.0,68138.0,64697.0,67352.0,66899.0,73115.0,63092.0,73363.0,66654.0,66610.0,65386.0,70145.0,63362.0,67375.0,68821.0,61766.0,67928.0,66380.0,68182.0,67300.0,69213.0,71880.0,64117.0,63347.0,72155.0,74023.0,64904.0,63841.0,70909.0,66854.0,65504.0,68701.0,68819.0,66125.0,67618.0,64936.0,66780.0,67918.0,66775.0,68753.0,65620.0,68664.0,66237.0,62557.0,69153.0,74801.0,70280.0,66888.0,68105.0,70074.0,71297.0,69212.0,65754.0,69879.0,66738.0,72667.0,64335.0,62972.0,63120.0,65396.0,69449.0,66915.0,70254.0,67652.0,67626.0,69830.0,65920.0,64680.0,65860.0,62646.0,62373.0,67314.0,64710.0,64695.0,66384.0,70171.0,66007.0,66173.0,70978.0,67097.0,68179.0,60689.0,66067.0,71304.0,67924.0,70847.0,63369.0,65234.0,64273.0,71148.0,69726.0,68598.0,70459.0,67496.0,69611.0
66292.0,64567.0,66962.0,69337.0,62910.0,61212.0,67123.0,69206.0,64774.0,69234.0,69767.0,62522.0,71113.0,66079.0,65854.0,66306.0,70558.0,69275.0,66035.0,63182.0,62874.0,69466.0,65946.0,66665.0,65026.0,66875.0,66731.0,66924.0,63683.0,63755.0,67210.0,63502.0,67154.0,69394.0,65310.0,69306.0,68046.0,69106.0,65169.0,63344.0,64084.0,65192.0,69793.0,68218.0,63782.0,66739.0,71061.0,64647.0,64983.0,66117.0,64978.0,64585.0,63479.0,68710.0,64387.0,69241.0,62766.0,66014.0,64772.0,66528.0,69727.0,63613.0,68292.0,62381.0,65921.0,67740.0,64936.0,66366.0,70593.0,64232.0,68564.0,70054.0,67924.0,70273.0,63282.0,65509.0,67442.0,64132.0,63210.0,62038.0,63828.0,65863.0,66149.0,67586.0,67780.0,68355.0,66424.0,63939.0,68373.0,72630.0,74772.0,63925.0,64569.0,68772.0,71347.0,72861.0,67872.0,71505.0,67950.0,65182.0
66130.0,60649.0,64561.0,68451.0,66217.0,65112.0,66198.0,66571.0,67104.0,60548.0,68381.0,66214.0,65971.0,68126.0,66902.0,67331.0,65357.0,66658.0,66705.0,62199.0,66237.0,68526.0,64981.0,67215.0,66670.0,66336.0,66518.0,64968.0,66028.0,65333.0,64999.0,64297.0,64373.0,67239.0,62202.0,69766.0,68682.0,66972.0,66095.0,67421.0,65003.0,66605.0,67782.0,67424.0,68942.0,64006.0,70718.0,69305.0,63506.0,66446.0,64266.0,62854.0,69717.0,66936.0,67936.0,74458.0,63466.0,64144.0,63709.0,65628.0,68205.0,68767.0,63283.0,67323.0,61317.0,67325.0,64261.0,65939.0,70157.0,65467.0,68711.0,67018.0,64273.0,66856.0,67152.0,66618.0,64672.0,70027.0,66867.0,65651.0,70367.0,69456.0,67409.0,67866.0,63531.0,70966.0,66247.0,59806.0,66068.0,70780.0,73682.0,64327.0,61925.0,71337.0,68958.0,70578.0,61784.0,65535.0,64653.0,63312.0
78497.0,61712.0,67196.0,67952.0,64355.0,68562.0,69030.0,67438.0,64126.0,65694.0,67180.0,66491.0,61555.0,65746.0,67877.0,67221.0,67434.0,64354.0,66710.0,64245.0,65048.0,67656.0,66649.0,69265.0,65523.0,66192.0,62277.0,64457.0,65529.0,66874.0,63718.0,63820.0,65014.0,62269.0,63983.0,61502.0,68679.0,66853.0,67472.0,60543.0,65970.0,62035.0,64164.0,64458.0,63452.0,65965.0,65925.0,66050.0,63045.0,66015.0,66827.0,62944.0,70879.0,66543.0,61538.0,71000.0,66339.0,64923.0,66441.0,61604.0,72832.0,63017.0,62760.0,65659.0,63083.0,68223.0,63514.0,68016.0,73849.0,67980.0,71379.0,65442.0,61246.0,67004.0,62598.0,60871.0,67793.0,66750.0,61713.0,60356.0,68433.0,67458.0,67421.0,68996.0,65583.0,72095.0,67701.0,65503.0,63257.0,65492.0,69701.0,66959.0,63338.0,68611.0,67055.0,71324.0,67312.0,65062.0,66778.0,66454.0
64943.0,61602.0,61786.0,62260.0,65289.0,65109.0,67412.0,63573.0,66334.0,62619.0,66352.0,61997.0,63050.0,62461.0,66087.0,69282.0,68663.0,62529.0,60353.0,64251.0,60722.0,68245.0,65802.0,64680.0,64093.0,65997.0,65171.0,64353.0,65888.0,67766.0,68646.0,63834.0,64062.0,66374.0,63903.0,67864.0,73288.0,67152.0,66127.0,62254.0,68881.0,63206.0,67997.0,67986.0,66213.0,67854.0,67145.0,62336.0,61997.0,67161.0,62723.0,66462.0,62111.0,66415.0,69317.0,70415.0,67985.0,59635.0,68352.0,62499.0,67212.0,66888.0,65449.0,63319.0,62657.0,71474.0,63672.0,64633.0,71831.0,69623.0,71293.0,64465.0,66949.0,71403.0,62241.0,66204.0,67648.0,67308.0,64534.0,63760.0,67819.0,67624.0,63990.0,71136.0,62261.0,65414.0,69738.0,60707.0,68838.0,61421.0,70332.0,63696.0,64817.0,71864.0,63530.0,62808.0,63797.0,66198.0,61720.0,61606.0
